,date,value
1228,2018-12-24,131.45
1229,2018-12-25,140.87
1230,2018-12-26,130.99
1231,2018-12-27,131.71
1232,2018-12-28,116.72
1233,2018-12-29,139.73
1234,2018-12-30,137.04
1235,2018-12-31,141.04
1236,2019-01-01,133.14
1237,2019-01-02,141.9
1238,2019-01-03,156.1
1239,2019-01-04,149.1
1240,2019-01-05,156.04
1241,2019-01-06,156.22
1242,2019-01-07,158.29
1243,2019-01-08,152.25
1244,2019-01-09,150.68
1245,2019-01-10,151.21
1246,2019-01-11,127.96
1247,2019-01-12,126.99
1248,2019-01-13,126.05
1249,2019-01-14,116.66
1250,2019-01-15,129.71
1251,2019-01-16,121.38
1252,2019-01-17,123.31
1253,2019-01-18,124.05
1254,2019-01-19,120.79
1255,2019-01-20,124.8
1256,2019-01-21,118.48
1257,2019-01-22,117.12
1258,2019-01-23,118.83
1259,2019-01-24,117.09
1260,2019-01-25,117.28
1261,2019-01-26,115.73
1262,2019-01-27,116.38
1263,2019-01-28,112.59
1264,2019-01-29,106.02
1265,2019-01-30,104.74
1266,2019-01-31,108.52
1267,2019-02-01,106.46
1268,2019-02-02,106.72
1269,2019-02-03,110.56
1270,2019-02-04,107.04
1271,2019-02-05,106.61
1272,2019-02-06,106.57
1273,2019-02-07,104.26
1274,2019-02-08,103.69
1275,2019-02-09,119.24
1276,2019-02-10,118.84
1277,2019-02-11,125.22
1278,2019-02-12,120.26
1279,2019-02-13,121.87
1280,2019-02-14,121.73
1281,2019-02-15,120.44
1282,2019-02-16,120.71
1283,2019-02-17,122.62
1284,2019-02-18,133.99
1285,2019-02-19,146.29
1286,2019-02-20,144.06
1287,2019-02-21,148.87
1288,2019-02-22,145.55
1289,2019-02-23,148.19
1290,2019-02-24,158.99
1291,2019-02-25,133.21
1292,2019-02-26,138.52
1293,2019-02-27,136.68
1294,2019-02-28,135.45
1295,2019-03-01,135.69
1296,2019-03-02,135.56
1297,2019-03-03,133.23
1298,2019-03-04,130.72
1299,2019-03-05,126.19
1300,2019-03-06,137.26
1301,2019-03-07,137.83
1302,2019-03-08,137.09
1303,2019-03-09,133.72
1304,2019-03-10,137.46
1305,2019-03-11,135.89
1306,2019-03-12,132.75
1307,2019-03-13,133.69
1308,2019-03-14,132.14
1309,2019-03-15,132.28
1310,2019-03-16,136.66
1311,2019-03-17,141.71
1312,2019-03-18,139.21
1313,2019-03-19,137.66
1314,2019-03-20,138.83
1315,2019-03-21,139.51
1316,2019-03-22,135.34
1317,2019-03-23,136.47
1318,2019-03-24,137.25
1319,2019-03-25,136.2
1320,2019-03-26,133.55
1321,2019-03-27,134.0
1322,2019-03-28,139.71
1323,2019-03-29,138.17
1324,2019-03-30,143.49
1325,2019-03-31,142.57
1326,2019-04-01,141.81
1327,2019-04-02,141.52
1328,2019-04-03,165.02
1329,2019-04-04,161.19
1330,2019-04-05,157.77
1331,2019-04-06,166.31
1332,2019-04-07,165.98
1333,2019-04-08,175.23
1334,2019-04-09,180.74
1335,2019-04-10,176.27
1336,2019-04-11,177.43
1337,2019-04-12,165.14
1338,2019-04-13,164.34
1339,2019-04-14,164.11
1340,2019-04-15,168.19
1341,2019-04-16,160.29
1342,2019-04-17,166.65
1343,2019-04-18,166.83
1344,2019-04-19,174.19
1345,2019-04-20,173.91
1346,2019-04-21,173.95
1347,2019-04-22,170.1
1348,2019-04-23,171.77
1349,2019-04-24,170.6
1350,2019-04-25,166.04
1351,2019-04-26,152.97
1352,2019-04-27,155.61
1353,2019-04-28,157.09
1354,2019-04-29,156.75
1355,2019-04-30,155.1
1356,2019-05-01,162.66
1357,2019-05-02,160.45
1358,2019-05-03,162.05
1359,2019-05-04,167.42
1360,2019-05-05,163.87
1361,2019-05-06,163.45
1362,2019-05-07,173.08
1363,2019-05-08,168.36
1364,2019-05-09,171.26
1365,2019-05-10,170.41
1366,2019-05-11,172.44
1367,2019-05-12,192.73
1368,2019-05-13,188.19
1369,2019-05-14,196.02
1370,2019-05-15,217.3
1371,2019-05-16,248.62
1372,2019-05-17,264.57
1373,2019-05-18,244.75
1374,2019-05-19,234.04
1375,2019-05-20,260.71
1376,2019-05-21,252.43
1377,2019-05-22,254.73
1378,2019-05-23,243.6
1379,2019-05-24,245.51
1380,2019-05-25,249.65
1381,2019-05-26,251.61
1382,2019-05-27,267.98
1383,2019-05-28,271.9
1384,2019-05-29,271.16
1385,2019-05-30,269.38
1386,2019-05-31,254.66
1387,2019-06-01,267.81
1388,2019-06-02,264.63
1389,2019-06-03,269.3
1390,2019-06-04,249.85
1391,2019-06-05,241.0
1392,2019-06-06,246.2
1393,2019-06-07,249.45
1394,2019-06-08,249.68
1395,2019-06-09,244.52
1396,2019-06-10,231.44
1397,2019-06-11,247.93
1398,2019-06-12,245.28
1399,2019-06-13,262.96
1400,2019-06-14,255.22
1401,2019-06-15,263.77
1402,2019-06-16,269.06
1403,2019-06-17,268.48
1404,2019-06-18,274.01
1405,2019-06-19,264.55
1406,2019-06-20,268.95
1407,2019-06-21,271.9
1408,2019-06-22,295.94
1409,2019-06-23,309.57
1410,2019-06-24,307.22
1411,2019-06-25,311.1
1412,2019-06-26,316.17
1413,2019-06-27,334.45
1414,2019-06-28,293.91
1415,2019-06-29,309.62
1416,2019-06-30,317.78
1417,2019-07-01,290.55
1418,2019-07-02,294.14
1419,2019-07-03,291.6
1420,2019-07-04,302.18
1421,2019-07-05,282.93
1422,2019-07-06,288.02
1423,2019-07-07,287.97
1424,2019-07-08,306.48
1425,2019-07-09,313.18
1426,2019-07-10,308.14
1427,2019-07-11,288.81
1428,2019-07-12,268.49
1429,2019-07-13,275.47
1430,2019-07-14,268.99
1431,2019-07-15,226.64
1432,2019-07-16,228.18
1433,2019-07-17,198.65
1434,2019-07-18,211.38
1435,2019-07-19,225.85
1436,2019-07-20,221.3
1437,2019-07-21,228.75
1438,2019-07-22,225.39
1439,2019-07-23,217.15
1440,2019-07-24,211.86
1441,2019-07-25,216.55
1442,2019-07-26,219.09
1443,2019-07-27,219.3
1444,2019-07-28,207.2
1445,2019-07-29,211.13
1446,2019-07-30,210.86
1447,2019-07-31,210.14
1448,2019-08-01,218.63
1449,2019-08-02,217.56
1450,2019-08-03,217.74
1451,2019-08-04,222.14
1452,2019-08-05,222.76
1453,2019-08-06,233.33
1454,2019-08-07,226.02
1455,2019-08-08,226.07
1456,2019-08-09,221.08
1457,2019-08-10,210.37
1458,2019-08-11,206.0
1459,2019-08-12,216.2
1460,2019-08-13,211.35
1461,2019-08-14,208.74
1462,2019-08-15,186.49
1463,2019-08-16,188.13
1464,2019-08-17,185.35
1465,2019-08-18,185.61
1466,2019-08-19,194.75
1467,2019-08-20,202.39
1468,2019-08-21,196.78
1469,2019-08-22,187.23
1470,2019-08-23,190.46
1471,2019-08-24,194.47
1472,2019-08-25,191.02
1473,2019-08-26,186.61
1474,2019-08-27,188.43
1475,2019-08-28,187.13
1476,2019-08-29,172.97
1477,2019-08-30,168.97
1478,2019-08-31,168.54
1479,2019-09-01,172.18
1480,2019-09-02,171.34
1481,2019-09-03,178.77
1482,2019-09-04,179.03
1483,2019-09-05,174.97
1484,2019-09-06,173.65
1485,2019-09-07,169.08
1486,2019-09-08,178.15
1487,2019-09-09,181.74
1488,2019-09-10,180.72
1489,2019-09-11,179.95
1490,2019-09-12,178.29
1491,2019-09-13,181.05
1492,2019-09-14,181.52
1493,2019-09-15,188.65
1494,2019-09-16,189.24
1495,2019-09-17,197.63
1496,2019-09-18,207.85
1497,2019-09-19,210.38
1498,2019-09-20,221.04
1499,2019-09-21,218.18
1500,2019-09-22,215.25
1501,2019-09-23,211.28
1502,2019-09-24,200.97
1503,2019-09-25,166.66
1504,2019-09-26,170.38
1505,2019-09-27,166.1
1506,2019-09-28,174.28
1507,2019-09-29,173.93
1508,2019-09-30,169.69
1509,2019-10-01,181.34
1510,2019-10-02,176.44
1511,2019-10-03,181.09
1512,2019-10-04,175.15
1513,2019-10-05,176.1
1514,2019-10-06,177.1
1515,2019-10-07,170.35
1516,2019-10-08,180.4
1517,2019-10-09,181.04
1518,2019-10-10,193.43
1519,2019-10-11,191.96
1520,2019-10-12,180.88
1521,2019-10-13,180.06
1522,2019-10-14,181.52
1523,2019-10-15,187.1
1524,2019-10-16,180.72
1525,2019-10-17,174.95
1526,2019-10-18,177.41
1527,2019-10-19,173.4
1528,2019-10-20,172.31
1529,2019-10-21,175.83
1530,2019-10-22,174.33
1531,2019-10-23,171.38
1532,2019-10-24,162.53
1533,2019-10-25,161.02
1534,2019-10-26,181.66
1535,2019-10-27,179.9
1536,2019-10-28,184.23
1537,2019-10-29,182.14
1538,2019-10-30,191.02
1539,2019-10-31,183.31
1540,2019-11-01,182.51
1541,2019-11-02,183.45
1542,2019-11-03,183.26
1543,2019-11-04,182.03
1544,2019-11-05,186.26
1545,2019-11-06,188.99
1546,2019-11-07,191.25
1547,2019-11-08,186.47
1548,2019-11-09,183.6
1549,2019-11-10,185.18
1550,2019-11-11,189.33
1551,2019-11-12,184.74
1552,2019-11-13,187.06
1553,2019-11-14,188.02
1554,2019-11-15,184.73
1555,2019-11-16,179.96
1556,2019-11-17,182.64
1557,2019-11-18,184.1
1558,2019-11-19,178.14
1559,2019-11-20,175.93
1560,2019-11-21,174.66
1561,2019-11-22,161.12
1562,2019-11-23,150.0
1563,2019-11-24,152.44
1564,2019-11-25,140.47
1565,2019-11-26,146.33
1566,2019-11-27,147.7
1567,2019-11-28,153.04
1568,2019-11-29,151.23
1569,2019-11-30,155.08
1570,2019-12-01,152.04
1571,2019-12-02,151.23
1572,2019-12-03,149.2
1573,2019-12-04,147.66
1574,2019-12-05,145.67
1575,2019-12-06,148.36
1576,2019-12-07,149.06
1577,2019-12-08,147.52
1578,2019-12-09,150.94
1579,2019-12-10,147.53
1580,2019-12-11,145.76
1581,2019-12-12,143.37
1582,2019-12-13,144.85
1583,2019-12-14,144.87
1584,2019-12-15,142.03
1585,2019-12-16,142.72
1586,2019-12-17,132.91
1587,2019-12-18,122.23
1588,2019-12-19,133.13
1589,2019-12-20,128.22
1590,2019-12-21,128.44
1591,2019-12-22,127.44
1592,2019-12-23,132.31
1593,2019-12-24,128.0
1594,2019-12-25,127.86
1595,2019-12-26,124.97
1596,2019-12-27,125.62
1597,2019-12-28,126.36
1598,2019-12-29,128.18
1599,2019-12-30,134.67
1600,2019-12-31,131.45
1601,2020-01-01,129.02
1602,2020-01-02,130.57
1603,2020-01-03,127.05
1604,2020-01-04,134.24
1605,2020-01-05,134.2
1606,2020-01-06,135.5
1607,2020-01-07,144.15
1608,2020-01-08,142.89
1609,2020-01-09,140.47
1610,2020-01-10,137.74
1611,2020-01-11,144.8
1612,2020-01-12,142.52
1613,2020-01-13,146.37
1614,2020-01-14,143.49
1615,2020-01-15,165.66
1616,2020-01-16,166.04
1617,2020-01-17,164.1
1618,2020-01-18,169.98
1619,2020-01-19,173.91
1620,2020-01-20,166.92
1621,2020-01-21,166.64
1622,2020-01-22,169.09
1623,2020-01-23,167.97
1624,2020-01-24,162.51
1625,2020-01-25,162.4
1626,2020-01-26,160.66
1627,2020-01-27,167.66
1628,2020-01-28,169.7
1629,2020-01-29,175.82
1630,2020-01-30,173.47
1631,2020-01-31,184.42
1632,2020-02-01,179.65
1633,2020-02-02,183.65
1634,2020-02-03,188.37
1635,2020-02-04,189.68
1636,2020-02-05,188.39
1637,2020-02-06,203.86
1638,2020-02-07,212.87
1639,2020-02-08,223.24
1640,2020-02-09,223.21
1641,2020-02-10,228.65
1642,2020-02-11,223.19
1643,2020-02-12,237.74
1644,2020-02-13,265.94
1645,2020-02-14,268.52
1646,2020-02-15,285.64
1647,2020-02-16,264.67
1648,2020-02-17,259.95
1649,2020-02-18,267.5
1650,2020-02-19,283.08
1651,2020-02-20,258.79
1652,2020-02-21,257.71
1653,2020-02-22,265.62
1654,2020-02-23,262.1
1655,2020-02-24,275.58
1656,2020-02-25,265.86
1657,2020-02-26,246.79
1658,2020-02-27,223.97
1659,2020-02-28,227.59
1660,2020-02-29,227.75
1661,2020-03-01,217.91
1662,2020-03-02,218.27
1663,2020-03-03,232.09
1664,2020-03-04,223.96
1665,2020-03-05,224.87
1666,2020-03-06,228.78
1667,2020-03-07,245.68
1668,2020-03-08,237.64
1669,2020-03-09,199.75
1670,2020-03-10,203.06
1671,2020-03-11,200.6
1672,2020-03-12,194.82
1673,2020-03-13,110.23
1674,2020-03-14,135.18
1675,2020-03-15,122.7
1676,2020-03-16,123.64
1677,2020-03-17,111.34
1678,2020-03-18,116.2
1679,2020-03-19,118.6
1680,2020-03-20,136.81
1681,2020-03-21,133.31
1682,2020-03-22,132.83
1683,2020-03-23,122.51
1684,2020-03-24,136.64
1685,2020-03-25,139.0
1686,2020-03-26,136.23
1687,2020-03-27,138.81
1688,2020-03-28,131.68
1689,2020-03-29,131.24
1690,2020-03-30,124.53
1691,2020-03-31,132.29
1692,2020-04-01,133.1
1693,2020-04-02,136.07
1694,2020-04-03,141.46
1695,2020-04-04,141.48
1696,2020-04-05,144.53
1697,2020-04-06,142.82
1698,2020-04-07,171.78
1699,2020-04-08,164.7
1700,2020-04-09,173.21
1701,2020-04-10,169.89
1702,2020-04-11,158.16
1703,2020-04-12,158.55
1704,2020-04-13,158.81
1705,2020-04-14,156.81
1706,2020-04-15,158.64
1707,2020-04-16,152.94
1708,2020-04-17,172.6
1709,2020-04-18,170.79
1710,2020-04-19,187.85
1711,2020-04-20,180.32
1712,2020-04-21,170.65
1713,2020-04-22,171.03
1714,2020-04-23,183.02
1715,2020-04-24,185.73
1716,2020-04-25,187.66
1717,2020-04-26,194.41
1718,2020-04-27,197.62
1719,2020-04-28,196.71
1720,2020-04-29,196.88
1721,2020-04-30,215.58
1722,2020-05-01,206.44
1723,2020-05-02,212.16
1724,2020-05-03,214.11
1725,2020-05-04,210.12
1726,2020-05-05,206.76
1727,2020-05-06,205.43
1728,2020-05-07,199.08
1729,2020-05-08,212.3
1730,2020-05-09,211.46
1731,2020-05-10,210.19
1732,2020-05-11,187.72
1733,2020-05-12,185.77
1734,2020-05-13,190.1
1735,2020-05-14,199.86
1736,2020-05-15,203.31
1737,2020-05-16,194.71
1738,2020-05-17,200.6
1739,2020-05-18,206.76
1740,2020-05-19,214.68
1741,2020-05-20,214.68
1742,2020-05-21,209.87
1743,2020-05-22,198.56
1744,2020-05-23,207.35
1745,2020-05-24,206.78
1746,2020-05-25,199.91
1747,2020-05-26,204.2
1748,2020-05-27,201.04
1749,2020-05-28,208.3
1750,2020-05-29,220.33
1751,2020-05-30,220.63
1752,2020-05-31,243.66
1753,2020-06-01,231.54
1754,2020-06-02,248.44
1755,2020-06-03,237.81
1756,2020-06-04,244.65
1757,2020-06-05,243.35
1758,2020-06-06,240.08
1759,2020-06-07,242.08
1760,2020-06-08,244.75
1761,2020-06-09,246.47
1762,2020-06-10,244.0
1763,2020-06-11,248.01
1764,2020-06-12,230.21
1765,2020-06-13,237.54
1766,2020-06-14,238.21
1767,2020-06-15,231.61
1768,2020-06-16,230.98
1769,2020-06-17,235.35
1770,2020-06-18,233.74
1771,2020-06-19,231.14
1772,2020-06-20,228.83
1773,2020-06-21,228.93
1774,2020-06-22,227.95
1775,2020-06-23,243.3
1776,2020-06-24,243.11
1777,2020-06-25,234.56
1778,2020-06-26,232.35
1779,2020-06-27,229.5
1780,2020-06-28,220.77
1781,2020-06-29,224.82
1782,2020-06-30,227.84
1783,2020-07-01,225.49
1784,2020-07-02,231.06
1785,2020-07-03,226.59
1786,2020-07-04,225.12
1787,2020-07-05,229.19
1788,2020-07-06,228.03
1789,2020-07-07,241.81
1790,2020-07-08,239.39
1791,2020-07-09,247.02
1792,2020-07-10,242.15
1793,2020-07-11,241.22
1794,2020-07-12,239.24
1795,2020-07-13,242.66
1796,2020-07-14,239.54
1797,2020-07-15,240.47
1798,2020-07-16,238.47
1799,2020-07-17,233.61
1800,2020-07-18,232.77
1801,2020-07-19,235.85
1802,2020-07-20,239.16
1803,2020-07-21,236.17
1804,2020-07-22,245.87
1805,2020-07-23,264.18
1806,2020-07-24,275.65
1807,2020-07-25,279.6
1808,2020-07-26,305.67
1809,2020-07-27,311.47
1810,2020-07-28,322.23
1811,2020-07-29,317.5
1812,2020-07-30,318.14
1813,2020-07-31,335.3
1814,2020-08-01,346.94
1815,2020-08-02,387.45
1816,2020-08-03,371.93
1817,2020-08-04,386.25
1818,2020-08-05,389.79
1819,2020-08-06,400.98
1820,2020-08-07,395.04
1821,2020-08-08,379.57
1822,2020-08-09,397.56
1823,2020-08-10,390.28
1824,2020-08-11,395.71
1825,2020-08-12,378.94
1826,2020-08-13,387.19
1827,2020-08-14,424.97
1828,2020-08-15,438.51
1829,2020-08-16,432.57
1830,2020-08-17,433.85
1831,2020-08-18,431.26
1832,2020-08-19,422.19
1833,2020-08-20,407.85
1834,2020-08-21,416.04
1835,2020-08-22,387.98
1836,2020-08-23,395.46
1837,2020-08-24,390.72
1838,2020-08-25,408.03
1839,2020-08-26,383.34
1840,2020-08-27,386.02
1841,2020-08-28,382.99
1842,2020-08-29,395.54
1843,2020-08-30,398.95
1844,2020-08-31,429.18
1845,2020-09-01,434.14
1846,2020-09-02,475.99
1847,2020-09-03,439.83
1848,2020-09-04,382.46
1849,2020-09-05,385.91
1850,2020-09-06,335.24
1851,2020-09-07,352.69
1852,2020-09-08,353.7
1853,2020-09-09,337.45
1854,2020-09-10,351.15
1855,2020-09-11,368.09
1856,2020-09-12,373.99
1857,2020-09-13,388.04
1858,2020-09-14,366.28
1859,2020-09-15,377.26
1860,2020-09-16,364.16
1861,2020-09-17,365.09
1862,2020-09-18,389.54
1863,2020-09-19,384.47
1864,2020-09-20,385.27
1865,2020-09-21,371.02
1866,2020-09-22,340.19
1867,2020-09-23,344.25
1868,2020-09-24,320.19
1869,2020-09-25,349.18
1870,2020-09-26,352.02
1871,2020-09-27,354.23
1872,2020-09-28,357.73
1873,2020-09-29,354.01
1874,2020-09-30,359.92
1875,2020-10-01,359.82
1876,2020-10-02,353.21
1877,2020-10-03,345.83
1878,2020-10-04,346.32
1879,2020-10-05,352.61
1880,2020-10-06,353.76
1881,2020-10-07,340.85
1882,2020-10-08,341.91
1883,2020-10-09,351.2
1884,2020-10-10,365.41
1885,2020-10-11,370.88
1886,2020-10-12,374.37
1887,2020-10-13,386.91
1888,2020-10-14,381.41
1889,2020-10-15,379.11
1890,2020-10-16,377.7
1891,2020-10-17,365.58
1892,2020-10-18,368.65
1893,2020-10-19,378.44
1894,2020-10-20,379.41
1895,2020-10-21,368.74
1896,2020-10-22,391.46
1897,2020-10-23,414.5
1898,2020-10-24,409.57
1899,2020-10-25,412.55
1900,2020-10-26,406.36
1901,2020-10-27,393.11
1902,2020-10-28,403.74
1903,2020-10-29,388.77
1904,2020-10-30,387.54
1905,2020-10-31,382.76
1906,2020-11-01,386.77
1907,2020-11-02,396.75
1908,2020-11-03,383.61
1909,2020-11-04,388.18
1910,2020-11-05,402.66
1911,2020-11-06,416.89
1912,2020-11-07,456.32
1913,2020-11-08,435.82
1914,2020-11-09,454.74
1915,2020-11-10,444.45
1916,2020-11-11,450.86
1917,2020-11-12,463.91
1918,2020-11-13,462.78
1919,2020-11-14,476.87
1920,2020-11-15,461.03
1921,2020-11-16,448.51
1922,2020-11-17,461.01
1923,2020-11-18,482.71
1924,2020-11-19,478.76
1925,2020-11-20,471.82
1926,2020-11-21,510.43
1927,2020-11-22,552.26
1928,2020-11-23,560.01
1929,2020-11-24,609.13
1930,2020-11-25,604.98
1931,2020-11-26,569.4
1932,2020-11-27,520.22
1933,2020-11-28,518.83
1934,2020-11-29,537.99
1935,2020-11-30,576.0
1936,2020-12-01,616.14
1937,2020-12-02,586.23
1938,2020-12-03,598.26
1939,2020-12-04,616.55
1940,2020-12-05,567.67
1941,2020-12-06,596.93
1942,2020-12-07,602.3
1943,2020-12-08,591.36
1944,2020-12-09,554.82
1945,2020-12-10,573.44
1946,2020-12-11,558.36
1947,2020-12-12,544.14
1948,2020-12-13,568.26
1949,2020-12-14,590.72
1950,2020-12-15,586.35
1951,2020-12-16,589.17
1952,2020-12-17,637.74
1953,2020-12-18,643.16
1954,2020-12-19,654.55
1955,2020-12-20,658.7
1956,2020-12-21,638.17
1957,2020-12-22,607.9
1958,2020-12-23,637.23
1959,2020-12-24,585.25
1960,2020-12-25,612.32
1961,2020-12-26,626.83
1962,2020-12-27,636.07
1963,2020-12-28,683.98
1964,2020-12-29,729.59
1965,2020-12-30,731.55
1966,2020-12-31,752.53
1967,2021-01-01,737.15
1968,2021-01-02,730.6
1969,2021-01-03,774.9
1970,2021-01-04,978.69
1971,2021-01-05,1043.16
1972,2021-01-06,1103.19
1973,2021-01-07,1210.59
1974,2021-01-08,1225.5
1975,2021-01-09,1216.98
1976,2021-01-10,1279.96
1977,2021-01-11,1255.72
1978,2021-01-12,1088.37
1979,2021-01-13,1050.04
1980,2021-01-14,1129.84
1981,2021-01-15,1232.11
1982,2021-01-16,1169.06
1983,2021-01-17,1228.52
1984,2021-01-18,1233.73
1985,2021-01-19,1258.31
1986,2021-01-20,1367.65
1987,2021-01-21,1377.75
1988,2021-01-22,1111.49
1989,2021-01-23,1234.56
1990,2021-01-24,1234.1
1991,2021-01-25,1392.45
1992,2021-01-26,1318.47
1993,2021-01-27,1368.22
1994,2021-01-28,1241.51
1995,2021-01-29,1330.78
1996,2021-01-30,1379.13
1997,2021-01-31,1379.35
1998,2021-02-01,1314.18
1999,2021-02-02,1374.57
2000,2021-02-03,1513.9
2001,2021-02-04,1667.22
2002,2021-02-05,1597.44
2003,2021-02-06,1721.48
2004,2021-02-07,1679.14
2005,2021-02-08,1614.64
2006,2021-02-09,1752.87
2007,2021-02-10,1772.05
2008,2021-02-11,1743.0
2009,2021-02-12,1787.69
2010,2021-02-13,1844.84
2011,2021-02-14,1817.48
2012,2021-02-15,1802.96
2013,2021-02-16,1779.4
2014,2021-02-17,1782.83
2015,2021-02-18,1851.14
2016,2021-02-19,1939.61
2017,2021-02-20,1957.47
2018,2021-02-21,1915.12
2019,2021-02-22,1935.14
2020,2021-02-23,1778.07
2021,2021-02-24,1578.19
2022,2021-02-25,1625.17
2023,2021-02-26,1481.88
2024,2021-02-27,1446.1
2025,2021-02-28,1460.23
2026,2021-03-01,1422.58
2027,2021-03-02,1571.49
2028,2021-03-03,1488.67
2029,2021-03-04,1568.65
2030,2021-03-05,1538.37
2031,2021-03-06,1529.75
2032,2021-03-07,1651.48
2033,2021-03-08,1726.33
2034,2021-03-09,1834.48
2035,2021-03-10,1872.1
2036,2021-03-11,1795.63
2037,2021-03-12,1827.06
2038,2021-03-13,1767.77
2039,2021-03-14,1921.18
2040,2021-03-15,1848.69
2041,2021-03-16,1794.83
2042,2021-03-17,1805.64
2043,2021-03-18,1823.03
2044,2021-03-19,1776.16
2045,2021-03-20,1809.76
2046,2021-03-21,1805.49
2047,2021-03-22,1783.94
2048,2021-03-23,1682.05
2049,2021-03-24,1668.69
2050,2021-03-25,1583.24
2051,2021-03-26,1586.98
2052,2021-03-27,1699.89
2053,2021-03-28,1713.94
2054,2021-03-29,1686.74
2055,2021-03-30,1816.48
2056,2021-03-31,1841.4
2057,2021-04-01,1919.08
2058,2021-04-02,1967.67
2059,2021-04-03,2134.46
2060,2021-04-04,2009.19
2061,2021-04-05,2076.62
2062,2021-04-06,2107.73
2063,2021-04-07,2112.29
2064,2021-04-08,1964.18
2065,2021-04-09,2081.11
2066,2021-04-10,2066.55
2067,2021-04-11,2133.82
2068,2021-04-12,2150.54
2069,2021-04-13,2137.79
2070,2021-04-14,2298.66
2071,2021-04-15,2431.86
2072,2021-04-16,2517.08
2073,2021-04-17,2425.96
2074,2021-04-18,2318.01
2075,2021-04-19,2240.96
2076,2021-04-20,2163.36
2077,2021-04-21,2332.45
2078,2021-04-22,2357.59
2079,2021-04-23,2401.35
2080,2021-04-24,2369.67
2081,2021-04-25,2216.56
2082,2021-04-26,2322.14
2083,2021-04-27,2534.9
2084,2021-04-28,2667.93
2085,2021-04-29,2750.91
2086,2021-04-30,2758.46
2087,2021-05-01,2775.96
2088,2021-05-02,2947.8
2089,2021-05-03,2951.98
2090,2021-05-04,3431.41
2091,2021-05-05,3241.09
2092,2021-05-06,3528.86
2093,2021-05-07,3491.74
2094,2021-05-08,3483.96
2095,2021-05-09,3916.25
2096,2021-05-10,3927.06
2097,2021-05-11,3949.77
2098,2021-05-12,4178.02
2099,2021-05-13,3811.29
2100,2021-05-14,3718.99
2101,2021-05-15,4080.13
2102,2021-05-16,3644.04
2103,2021-05-17,3586.18
2104,2021-05-18,3280.73
2105,2021-05-19,3377.65
2106,2021-05-20,2442.89
2107,2021-05-21,2772.84
2108,2021-05-22,2435.86
2109,2021-05-23,2297.03
2110,2021-05-24,2098.57
2111,2021-05-25,2648.77
2112,2021-05-26,2707.49
2113,2021-05-27,2888.94
2114,2021-05-28,2742.48
2115,2021-05-29,2412.36
2116,2021-05-30,2278.58
2117,2021-05-31,2386.91
2118,2021-06-01,2707.38
2119,2021-06-02,2634.23
2120,2021-06-03,2706.52
2121,2021-06-04,2856.01
2122,2021-06-05,2691.17
2123,2021-06-06,2629.76
2124,2021-06-07,2710.99
2125,2021-06-08,2593.12
2126,2021-06-09,2509.23
2127,2021-06-10,2610.64
2128,2021-06-11,2471.56
2129,2021-06-12,2355.09
2130,2021-06-13,2369.62
2131,2021-06-14,2509.7
2132,2021-06-15,2582.12
2133,2021-06-16,2543.6
2134,2021-06-17,2367.7
2135,2021-06-18,2372.31
2136,2021-06-19,2233.57
2137,2021-06-20,2166.61
2138,2021-06-21,2243.6
2139,2021-06-22,1887.89
2140,2021-06-23,1880.83
2141,2021-06-24,1968.56
2142,2021-06-25,1989.01
2143,2021-06-26,1810.27
2144,2021-06-27,1830.94
2145,2021-06-28,1983.33
2146,2021-06-29,2083.8
2147,2021-06-30,2165.61
2148,2021-07-01,2276.14
2149,2021-07-02,2109.29
2150,2021-07-03,2155.65
2151,2021-07-04,2227.18
2152,2021-07-05,2323.27
2153,2021-07-06,2196.71
2154,2021-07-07,2322.63
2155,2021-07-08,2317.12
2156,2021-07-09,2114.51
2157,2021-07-10,2145.67
2158,2021-07-11,2110.47
2159,2021-07-12,2140.45
2160,2021-07-13,2032.88
2161,2021-07-14,1940.61
2162,2021-07-15,1994.22
2163,2021-07-16,1918.17
2164,2021-07-17,1877.05
2165,2021-07-18,1899.96
2166,2021-07-19,1891.96
2167,2021-07-20,1818.6
2168,2021-07-21,1786.52
2169,2021-07-22,1994.98
2170,2021-07-23,2024.74
2171,2021-07-24,2125.57
2172,2021-07-25,2185.98
2173,2021-07-26,2194.34
2174,2021-07-27,2228.67
2175,2021-07-28,2301.98
2176,2021-07-29,2301.12
2177,2021-07-30,2383.24
2178,2021-07-31,2463.61
2179,2021-08-01,2531.75
2180,2021-08-02,2556.41
2181,2021-08-03,2608.44
2182,2021-08-04,2508.21
2183,2021-08-05,2725.72
2184,2021-08-06,2829.23
2185,2021-08-07,2892.36
2186,2021-08-08,3162.43
2187,2021-08-09,3013.75
2188,2021-08-10,3164.94
2189,2021-08-11,3141.67
2190,2021-08-12,3163.42
2191,2021-08-13,3047.29
2192,2021-08-14,3324.26
2193,2021-08-15,3266.71
2194,2021-08-16,3311.12
2195,2021-08-17,3147.63
2196,2021-08-18,3011.96
2197,2021-08-19,3013.52
2198,2021-08-20,3184.74
2199,2021-08-21,3286.5
2200,2021-08-22,3226.59
2201,2021-08-23,3241.65
2202,2021-08-24,3322.71
2203,2021-08-25,3172.57
2204,2021-08-26,3228.86
2205,2021-08-27,3093.62
2206,2021-08-28,3275.87
2207,2021-08-29,3246.78
2208,2021-08-30,3225.3
2209,2021-08-31,3228.46
