,date,value
2210,2021-09-01,3435.17
2211,2021-09-02,3829.18
2212,2021-09-03,3787.7
2213,2021-09-04,3939.79
2214,2021-09-05,3887.01
2215,2021-09-06,3952.33
2216,2021-09-07,3928.4
2217,2021-09-08,3433.48
2218,2021-09-09,3499.69
2219,2021-09-10,3424.24
2220,2021-09-11,3209.41
2221,2021-09-12,3266.43
2222,2021-09-13,3405.32
2223,2021-09-14,3285.4
2224,2021-09-15,3436.05
2225,2021-09-16,3615.22
2226,2021-09-17,3569.26
2227,2021-09-18,3398.82
2228,2021-09-19,3435.76
2229,2021-09-20,3328.85
2230,2021-09-21,2966.51
2231,2021-09-22,2760.2
2232,2021-09-23,3078.88
2233,2021-09-24,3154.62
2234,2021-09-25,2930.86
2235,2021-09-26,2925.34
2236,2021-09-27,3064.21
2237,2021-09-28,2927.73
2238,2021-09-29,2807.44
2239,2021-09-30,2850.87
2240,2021-10-01,3000.83
2241,2021-10-02,3310.63
2242,2021-10-03,3389.48
2243,2021-10-04,3420.14
2244,2021-10-05,3384.5
2245,2021-10-06,3516.09
2246,2021-10-07,3576.08
2247,2021-10-08,3588.12
2248,2021-10-09,3562.84
2249,2021-10-10,3576.4
2250,2021-10-11,3416.49
2251,2021-10-12,3544.14
2252,2021-10-13,3490.61
2253,2021-10-14,3607.55
2254,2021-10-15,3791.23
2255,2021-10-16,3868.16
2256,2021-10-17,3829.61
2257,2021-10-18,3846.66
2258,2021-10-19,3746.14
2259,2021-10-20,3877.45
2260,2021-10-21,4162.49
2261,2021-10-22,4062.76
2262,2021-10-23,3971.95
2263,2021-10-24,4168.96
2264,2021-10-25,4082.08
2265,2021-10-26,4220.26
2266,2021-10-27,4129.95
2267,2021-10-28,3924.31
2268,2021-10-29,4288.22
2269,2021-10-30,4417.4
2270,2021-10-31,4323.94
2271,2021-11-01,4290.1
2272,2021-11-02,4322.79
2273,2021-11-03,4593.15
2274,2021-11-04,4604.4
2275,2021-11-05,4536.99
2276,2021-11-06,4480.09
2277,2021-11-07,4521.41
2278,2021-11-08,4617.13
2279,2021-11-09,4810.97
2280,2021-11-10,4732.07
2281,2021-11-11,4632.98
2282,2021-11-12,4722.68
2283,2021-11-13,4668.7
2284,2021-11-14,4645.64
2285,2021-11-15,4627.5
2286,2021-11-16,4561.38
2287,2021-11-17,4210.14
2288,2021-11-18,4289.75
2289,2021-11-19,3998.17
2290,2021-11-20,4299.27
2291,2021-11-21,4415.72
2292,2021-11-22,4264.61
2293,2021-11-23,4090.46
2294,2021-11-24,4341.17
2295,2021-11-25,4271.96
2296,2021-11-26,4523.8
2297,2021-11-27,4042.55
2298,2021-11-28,4100.3
2299,2021-11-29,4297.92
2300,2021-11-30,4448.49
2301,2021-12-01,4631.1
2302,2021-12-02,4587.74
2303,2021-12-03,4514.8
2304,2021-12-04,4219.32
2305,2021-12-05,4124.26
2306,2021-12-06,4201.09
2307,2021-12-07,4357.17
2308,2021-12-08,4309.7
2309,2021-12-09,4439.98
2310,2021-12-10,4111.92
2311,2021-12-11,3902.49
2312,2021-12-12,4088.68
2313,2021-12-13,4135.31
2314,2021-12-14,3785.08
2315,2021-12-15,3862.18
2316,2021-12-16,4020.19
2317,2021-12-17,3957.03
2318,2021-12-18,3876.37
2319,2021-12-19,3961.96
2320,2021-12-20,3924.55
2321,2021-12-21,3945.57
2322,2021-12-22,4017.7
2323,2021-12-23,3981.26
2324,2021-12-24,4112.35
2325,2021-12-25,4047.87
2326,2021-12-26,4097.06
2327,2021-12-27,4063.44
2328,2021-12-28,4037.87
2329,2021-12-29,3793.54
2330,2021-12-30,3629.31
2331,2021-12-31,3710.08
2332,2022-01-01,3675.79
2333,2022-01-02,3766.74
2334,2022-01-03,3830.92
2335,2022-01-04,3765.16
2336,2022-01-05,3785.67
2337,2022-01-06,3536.77
2338,2022-01-07,3406.48
2339,2022-01-08,3196.47
2340,2022-01-09,3080.81
2341,2022-01-10,3150.83
2342,2022-01-11,3083.68
2343,2022-01-12,3240.32
2344,2022-01-13,3373.03
2345,2022-01-14,3242.26
2346,2022-01-15,3309.66
2347,2022-01-16,3328.63
2348,2022-01-17,3349.61
2349,2022-01-18,3210.9
2350,2022-01-19,3161.5
2351,2022-01-20,3084.78
2352,2022-01-21,3002.43
2353,2022-01-22,2569.59
2354,2022-01-23,2412.23
2355,2022-01-24,2541.6
2356,2022-01-25,2442.27
2357,2022-01-26,2459.65
2358,2022-01-27,2464.13
2359,2022-01-28,2425.83
2360,2022-01-29,2547.03
2361,2022-01-30,2603.1
2362,2022-01-31,2603.24
2363,2022-02-01,2689.14
2364,2022-02-02,2790.15
2365,2022-02-03,2681.11
2366,2022-02-04,2697.18
2367,2022-02-05,2997.18
2368,2022-02-06,3015.26
2369,2022-02-07,3057.68
2370,2022-02-08,3141.38
2371,2022-02-09,3118.76
2372,2022-02-10,3246.72
2373,2022-02-11,3074.84
2374,2022-02-12,2928.93
2375,2022-02-13,2918.34
2376,2022-02-14,2872.44
2377,2022-02-15,2931.12
2378,2022-02-16,3185.81
2379,2022-02-17,3124.33
2380,2022-02-18,2894.42
2381,2022-02-19,2780.72
2382,2022-02-20,2764.5
2383,2022-02-21,2622.7
2384,2022-02-22,2570.15
2385,2022-02-23,2638.81
2386,2022-02-24,2580.97
2387,2022-02-25,2597.94
2388,2022-02-26,2769.0
2389,2022-02-27,2780.32
2390,2022-02-28,2617.32
2391,2022-03-01,2919.85
2392,2022-03-02,2976.59
2393,2022-03-03,2949.03
2394,2022-03-04,2833.71
2395,2022-03-05,2622.51
2396,2022-03-06,2666.18
2397,2022-03-07,2552.58
2398,2022-03-08,2496.67
2399,2022-03-09,2579.18
2400,2022-03-10,2733.05
2401,2022-03-11,2608.64
2402,2022-03-12,2557.57
2403,2022-03-13,2569.87
2404,2022-03-14,2516.83
2405,2022-03-15,2591.45
2406,2022-03-16,2619.61
2407,2022-03-17,2775.15
2408,2022-03-18,2814.64
2409,2022-03-19,2941.32
2410,2022-03-20,2952.64
2411,2022-03-21,2861.26
2412,2022-03-22,2895.01
2413,2022-03-23,2970.47
2414,2022-03-24,3037.3
2415,2022-03-25,3112.85
2416,2022-03-26,3104.04
2417,2022-03-27,3146.36
2418,2022-03-28,3296.46
2419,2022-03-29,3334.29
2420,2022-03-30,3402.62
2421,2022-03-31,3385.11
2422,2022-04-01,3282.78
2423,2022-04-02,3455.72
2424,2022-04-03,3444.68
2425,2022-04-04,3522.49
2426,2022-04-05,3520.15
2427,2022-04-06,3406.48
2428,2022-04-07,3168.91
2429,2022-04-08,3229.28
2430,2022-04-09,3192.92
2431,2022-04-10,3259.62
2432,2022-04-11,3202.89
2433,2022-04-12,2979.52
2434,2022-04-13,3028.77
2435,2022-04-14,3118.5
2436,2022-04-15,3021.76
2437,2022-04-16,3041.21
2438,2022-04-17,3060.28
2439,2022-04-18,2988.4
2440,2022-04-19,3056.2
2441,2022-04-20,3102.52
2442,2022-04-21,3077.74
2443,2022-04-22,2984.24
2444,2022-04-23,2963.17
2445,2022-04-24,2933.65
2446,2022-04-25,2922.37
2447,2022-04-26,3006.45
2448,2022-04-27,2809.6
2449,2022-04-28,2889.72
2450,2022-04-29,2936.49
2451,2022-04-30,2817.23
2452,2022-05-01,2726.98
2453,2022-05-02,2826.04
2454,2022-05-03,2856.12
2455,2022-05-04,2780.63
2456,2022-05-05,2940.31
2457,2022-05-06,2747.28
2458,2022-05-07,2692.08
2459,2022-05-08,2635.19
2460,2022-05-09,2519.08
2461,2022-05-10,2230.95
2462,2022-05-11,2341.58
2463,2022-05-12,2077.83
2464,2022-05-13,1952.81
2465,2022-05-14,2006.51
2466,2022-05-15,2054.03
2467,2022-05-16,2143.12
2468,2022-05-17,2020.12
2469,2022-05-18,2089.29
2470,2022-05-19,1911.68
2471,2022-05-20,2017.78
2472,2022-05-21,1956.88
2473,2022-05-22,1972.87
2474,2022-05-23,2041.08
2475,2022-05-24,1970.7
2476,2022-05-25,1977.85
2477,2022-05-26,1941.04
2478,2022-05-27,1791.0
2479,2022-05-28,1724.73
2480,2022-05-29,1790.79
2481,2022-05-30,1811.69
2482,2022-05-31,1997.64
2483,2022-06-01,1940.59
2484,2022-06-02,1817.42
2485,2022-06-03,1833.26
2486,2022-06-04,1773.59
2487,2022-06-05,1803.65
2488,2022-06-06,1804.7
2489,2022-06-07,1858.56
2490,2022-06-08,1812.7
2491,2022-06-09,1791.03
2492,2022-06-10,1787.71
2493,2022-06-11,1661.1
2494,2022-06-12,1530.28
2495,2022-06-13,1434.02
2496,2022-06-14,1209.12
2497,2022-06-15,1206.94
2498,2022-06-16,1236.89
2499,2022-06-17,1067.1
2500,2022-06-18,1085.21
2501,2022-06-19,994.41
2502,2022-06-20,1127.03
2503,2022-06-21,1126.99
2504,2022-06-22,1124.71
2505,2022-06-23,1048.3
2506,2022-06-24,1143.46
2507,2022-06-25,1224.12
2508,2022-06-26,1241.0
2509,2022-06-27,1198.25
2510,2022-06-28,1190.73
2511,2022-06-29,1142.41
2512,2022-06-30,1098.71
2513,2022-07-01,1069.53
2514,2022-07-02,1058.01
2515,2022-07-03,1065.69
2516,2022-07-04,1072.95
2517,2022-07-05,1149.81
2518,2022-07-06,1131.96
2519,2022-07-07,1185.41
2520,2022-07-08,1236.64
2521,2022-07-09,1214.0
2522,2022-07-10,1216.53
2523,2022-07-11,1167.31
2524,2022-07-12,1095.67
2525,2022-07-13,1037.37
2526,2022-07-14,1114.57
2527,2022-07-15,1192.56
2528,2022-07-16,1231.23
2529,2022-07-17,1356.31
2530,2022-07-18,1337.97
2531,2022-07-19,1583.55
2532,2022-07-20,1543.12
2533,2022-07-21,1521.72
2534,2022-07-22,1575.68
2535,2022-07-23,1535.71
2536,2022-07-24,1549.19
2537,2022-07-25,1597.72
2538,2022-07-26,1438.01
2539,2022-07-27,1449.61
2540,2022-07-28,1636.88
2541,2022-07-29,1725.82
2542,2022-07-30,1722.28
2543,2022-07-31,1697.52
2544,2022-08-01,1679.55
2545,2022-08-02,1630.62
2546,2022-08-03,1631.11
2547,2022-08-04,1618.68
2548,2022-08-05,1607.96
2549,2022-08-06,1736.78
2550,2022-08-07,1690.67
2551,2022-08-08,1700.54
2552,2022-08-09,1777.99
2553,2022-08-10,1703.41
2554,2022-08-11,1854.05
2555,2022-08-12,1881.06
2556,2022-08-13,1959.26
2557,2022-08-14,1984.29
2558,2022-08-15,1936.02
2559,2022-08-16,1899.64
2560,2022-08-17,1877.16
2561,2022-08-18,1834.04
2562,2022-08-19,1846.36
2563,2022-08-20,1609.05
2564,2022-08-21,1575.73
2565,2022-08-22,1617.86
2566,2022-08-23,1624.65
2567,2022-08-24,1664.76
2568,2022-08-25,1656.52
2569,2022-08-26,1695.85
2570,2022-08-27,1508.09
2571,2022-08-28,1491.26
2572,2022-08-29,1426.4
2573,2022-08-30,1552.4
2574,2022-08-31,1524.62
2575,2022-09-01,1554.16
2576,2022-09-02,1585.98
2577,2022-09-03,1575.91
2578,2022-09-04,1557.54
2579,2022-09-05,1579.06
2580,2022-09-06,1617.5
2581,2022-09-07,1558.9
2582,2022-09-08,1630.0
2583,2022-09-09,1635.6
2584,2022-09-10,1719.35
2585,2022-09-11,1774.69
2586,2022-09-12,1767.02
2587,2022-09-13,1716.53
2588,2022-09-14,1574.56
2589,2022-09-15,1639.6
2590,2022-09-16,1472.51
2591,2022-09-17,1433.97
2592,2022-09-18,1469.05
2593,2022-09-19,1334.3
2594,2022-09-20,1376.21
2595,2022-09-21,1323.07
2596,2022-09-22,1246.29
2597,2022-09-23,1326.15
2598,2022-09-24,1326.95
2599,2022-09-25,1317.11
2600,2022-09-26,1294.72
2601,2022-09-27,1336.65
2602,2022-09-28,1328.11
2603,2022-09-29,1337.15
2604,2022-09-30,1335.9
2605,2022-10-01,1328.7
2606,2022-10-02,1311.8
2607,2022-10-03,1276.69
2608,2022-10-04,1323.32
2609,2022-10-05,1361.9
2610,2022-10-06,1352.44
2611,2022-10-07,1352.4
2612,2022-10-08,1331.14
2613,2022-10-09,1315.47
2614,2022-10-10,1323.41
2615,2022-10-11,1290.04
2616,2022-10-12,1279.79
2617,2022-10-13,1294.29
2618,2022-10-14,1287.51
2619,2022-10-15,1296.63
2620,2022-10-16,1274.91
2621,2022-10-17,1305.87
2622,2022-10-18,1331.52
2623,2022-10-19,1310.78
2624,2022-10-20,1284.85
2625,2022-10-21,1282.68
2626,2022-10-22,1299.88
2627,2022-10-23,1313.91
2628,2022-10-24,1364.2
2629,2022-10-25,1343.83
2630,2022-10-26,1460.37
2631,2022-10-27,1566.85
2632,2022-10-28,1514.35
2633,2022-10-29,1555.12
2634,2022-10-30,1620.42
2635,2022-10-31,1590.93
2636,2022-11-01,1572.88
2637,2022-11-02,1578.51
2638,2022-11-03,1518.33
2639,2022-11-04,1530.87
2640,2022-11-05,1645.06
2641,2022-11-06,1627.42
2642,2022-11-07,1568.75
2643,2022-11-08,1568.45
2644,2022-11-09,1334.22
2645,2022-11-10,1104.17
2646,2022-11-11,1296.01
2647,2022-11-12,1285.23
2648,2022-11-13,1254.95
2649,2022-11-14,1219.85
2650,2022-11-15,1241.39
2651,2022-11-16,1252.0
2652,2022-11-17,1215.24
2653,2022-11-18,1199.45
2654,2022-11-19,1210.98
2655,2022-11-20,1216.52
2656,2022-11-21,1140.47
2657,2022-11-22,1105.99
2658,2022-11-23,1137.75
2659,2022-11-24,1183.69
2660,2022-11-25,1202.96
2661,2022-11-26,1198.4
2662,2022-11-27,1204.94
2663,2022-11-28,1193.2
2664,2022-11-29,1167.3
2665,2022-11-30,1215.7
2666,2022-12-01,1294.92
2667,2022-12-02,1276.36
2668,2022-12-03,1295.61
2669,2022-12-04,1241.13
2670,2022-12-05,1279.89
2671,2022-12-06,1259.37
2672,2022-12-07,1271.38
2673,2022-12-08,1231.35
2674,2022-12-09,1280.28
2675,2022-12-10,1262.95
2676,2022-12-11,1266.34
2677,2022-12-12,1263.27
2678,2022-12-13,1275.37
2679,2022-12-14,1320.43
2680,2022-12-15,1307.5
2681,2022-12-16,1266.59
2682,2022-12-17,1167.85
2683,2022-12-18,1187.11
2684,2022-12-19,1183.19
2685,2022-12-20,1167.68
2686,2022-12-21,1216.96
2687,2022-12-22,1213.84
2688,2022-12-23,1217.51
2689,2022-12-24,1219.97
2690,2022-12-25,1220.49
2691,2022-12-26,1218.3
2692,2022-12-27,1227.3
2693,2022-12-28,1211.07
2694,2022-12-29,1189.27
2695,2022-12-30,1200.06
2696,2022-12-31,1199.12
2697,2023-01-01,1195.0
2698,2023-01-02,1200.1
2699,2023-01-03,1213.98
2700,2023-01-04,1214.11
2701,2023-01-05,1256.42
2702,2023-01-06,1250.73
2703,2023-01-07,1268.71
2704,2023-01-08,1263.86
2705,2023-02-19,1691.98
2706,2023-02-20,1681.25
2707,2023-02-21,1703.53
2708,2023-02-22,1659.64
2709,2023-02-23,1643.28
2710,2023-02-24,1650.59
2711,2023-02-25,1607.86
2712,2023-02-26,1594.89
2713,2023-02-27,1641.93
2714,2023-02-28,1633.97
2715,2023-03-01,1605.0
2716,2023-03-02,1665.45
2717,2023-03-03,1647.79
2718,2023-03-04,1569.58
2719,2023-03-05,1566.93
2720,2023-03-06,1564.76
2721,2023-03-07,1565.91
2722,2023-03-08,1561.65
2723,2023-03-09,1532.44
2724,2023-03-10,1437.54
2725,2023-03-11,1431.4
2726,2023-03-12,1483.2
2727,2023-03-13,1591.86
2728,2023-03-14,1680.71
2729,2023-03-15,1705.06
2730,2023-03-16,1652.94
2731,2023-03-17,1676.86
2732,2023-03-18,1793.04
2733,2023-03-19,1763.35
2734,2023-03-20,1785.66
2735,2023-03-21,1738.39
2736,2023-03-22,1806.98
2737,2023-03-23,1738.78
2738,2023-03-24,1817.43
2739,2023-03-25,1751.94
2740,2023-03-26,1743.78
2741,2023-03-27,1775.76
2742,2023-03-28,1716.29
2743,2023-03-29,1773.6
2744,2023-03-30,1793.38
2745,2023-03-31,1793.89
2746,2023-04-01,1822.07
2747,2023-04-02,1821.79
2748,2023-04-03,1795.71
2749,2023-04-04,1810.94
2750,2023-04-05,1871.46
2751,2023-04-06,1909.28
2752,2023-04-07,1872.91
2753,2023-04-08,1864.89
2754,2023-04-09,1849.91
2755,2023-04-10,1859.73
2756,2023-04-11,1911.14
2757,2023-04-12,1891.5
2758,2023-04-13,1918.62
2759,2023-04-14,2013.97
2760,2023-04-15,2101.73
2761,2023-04-16,2092.41
2762,2023-04-17,2120.17
2763,2023-04-18,2075.88
2764,2023-04-19,2104.71
2765,2023-04-20,1935.92
2766,2023-04-21,1943.43
2767,2023-04-22,1849.09
2768,2023-04-23,1874.58
2769,2023-04-24,1862.38
2770,2023-04-25,1842.55
2771,2023-04-26,1866.52
2772,2023-04-27,1866.8
2773,2023-04-28,1909.45
2774,2023-04-29,1896.05
2775,2023-04-30,1911.23
2776,2023-05-01,1872.4
2777,2023-05-02,1832.65
2778,2023-05-03,1871.76
2779,2023-05-04,1906.04
2780,2023-05-05,1878.59
2781,2023-05-06,1996.13
2782,2023-05-07,1901.94
2783,2023-05-08,1879.47
2784,2023-05-09,1853.94
2785,2023-05-10,1848.91
2786,2023-05-11,1842.62
2787,2023-05-12,1795.51
2788,2023-05-13,1808.28
2789,2023-05-14,1796.08
2790,2023-05-15,1800.16
2791,2023-05-16,1817.04
2792,2023-05-17,1824.54
2793,2023-05-18,1822.22
2794,2023-05-19,1800.84
2795,2023-05-20,1812.74
2796,2023-05-21,1820.0
2797,2023-05-22,1805.38
2798,2023-05-23,1817.83
2799,2023-05-24,1854.48
2800,2023-05-25,1799.99
2801,2023-05-26,1806.04
2802,2023-05-27,1828.68
2803,2023-05-28,1830.98
2804,2023-05-29,1909.28
2805,2023-05-30,1893.17
2806,2023-05-31,1901.19
2807,2023-06-01,1874.03
2808,2023-06-02,1862.24
2809,2023-06-03,1907.36
2810,2023-06-04,1892.63
2811,2023-06-05,1890.37
2812,2023-06-06,1811.47
2813,2023-06-07,1886.35
2814,2023-06-08,1832.56
2815,2023-06-09,1846.12
2816,2023-06-10,1840.51
2817,2023-06-11,1752.49
2818,2023-06-12,1753.15
2819,2023-06-13,1742.66
2820,2023-06-14,1739.4
2821,2023-06-15,1650.8
2822,2023-06-16,1665.43
2823,2023-06-17,1716.87
2824,2023-06-18,1727.25
2825,2023-06-19,1720.51
2826,2023-06-20,1736.79
2827,2023-06-21,1792.7
2828,2023-06-22,1889.61
2829,2023-06-23,1872.42
2830,2023-06-24,1893.52
2831,2023-06-25,1875.91
2832,2023-06-26,1899.41
2833,2023-06-27,1859.19
2834,2023-06-28,1889.8
2835,2023-06-29,1827.54
2836,2023-06-30,1852.08
2837,2023-07-01,1933.62
2838,2023-07-02,1924.32
2839,2023-07-03,1937.46
2840,2023-07-04,1955.81
2841,2023-07-05,1936.37
2842,2023-07-06,1910.36
2843,2023-07-07,1846.23
2844,2023-07-08,1870.78
2845,2023-07-09,1865.62
2846,2023-07-10,1863.09
2847,2023-07-11,1880.69
2848,2023-07-12,1878.62
2849,2023-07-13,1871.83
2850,2023-07-14,2005.75
2851,2023-07-15,1939.13
2852,2023-07-16,1931.84
2853,2023-07-17,1923.31
2854,2023-07-18,1911.56
2855,2023-07-19,1897.76
2856,2023-07-20,1888.8
2857,2023-07-21,1891.77
2858,2023-07-22,1891.92
2859,2023-07-23,1866.58
2860,2023-07-24,1888.72
2861,2023-07-25,1849.87
2862,2023-07-26,1857.51
2863,2023-07-27,1871.94
2864,2023-07-28,1860.95
2865,2023-07-29,1874.32
2866,2023-07-30,1880.9
2867,2023-07-31,1861.71
2868,2023-08-01,1856.01
2869,2023-08-02,1872.96
2870,2023-08-03,1839.07
2871,2023-08-04,1834.44
2872,2023-08-05,1827.52
2873,2023-08-06,1834.9
2874,2023-08-07,1827.81
2875,2023-08-08,1827.07
2876,2023-08-09,1855.78
2877,2023-08-10,1854.14
2878,2023-08-11,1850.51
2879,2023-08-12,1847.01
2880,2023-08-13,1849.08
2881,2023-08-14,1839.07
2882,2023-08-15,1844.02
2883,2023-08-16,1827.21
2884,2023-08-17,1805.68
2885,2023-08-18,1681.74
2886,2023-08-19,1661.34
2887,2023-08-20,1669.67
2888,2023-08-21,1685.38
2889,2023-08-22,1667.37
2890,2023-08-23,1634.23
2891,2023-08-24,1679.23
2892,2023-08-25,1660.46
2893,2023-08-26,1652.94
2894,2023-08-27,1646.3
2895,2023-08-28,1657.6
2896,2023-08-29,1652.22
2897,2023-08-30,1729.38
2898,2023-08-31,1705.51
2899,2023-09-01,1645.67
2900,2023-09-02,1628.51
2901,2023-09-03,1636.88
2902,2023-09-04,1635.72
2903,2023-09-05,1629.77
2904,2023-09-06,1633.83
2905,2023-09-07,1632.35
2906,2023-09-08,1647.63
2907,2023-09-09,1636.13
2908,2023-09-10,1635.27
2909,2023-09-11,1616.78
2910,2023-09-12,1551.53
2911,2023-09-13,1593.09
2912,2023-09-14,1607.97
2913,2023-09-15,1627.01
2914,2023-09-16,1641.48
2915,2023-09-17,1634.86
2916,2023-09-18,1622.81
2917,2023-09-19,1637.19
2918,2023-09-20,1643.58
2919,2023-09-21,1622.39
2920,2023-09-22,1584.04
2921,2023-09-23,1593.13
2922,2023-09-24,1593.91
2923,2023-09-25,1580.76
2924,2023-09-26,1588.04
2925,2023-09-27,1593.27
2926,2023-09-28,1597.73
2927,2023-09-29,1652.9
2928,2023-09-30,1667.44
2929,2023-10-01,1670.97
2930,2023-10-02,1733.44
2931,2023-10-03,1662.8
2932,2023-10-04,1656.96
2933,2023-10-05,1646.79
2934,2023-10-06,1611.72
2935,2023-10-07,1645.93
2936,2023-10-08,1634.64
2937,2023-10-09,1633.61
2938,2023-10-10,1580.25
2939,2023-10-11,1567.68
2940,2023-10-12,1566.52
2941,2023-10-13,1539.43
2942,2023-10-14,1552.12
2943,2023-10-15,1555.02
2944,2023-10-16,1557.99
2945,2023-10-17,1600.09
2946,2023-10-18,1565.4
2947,2023-10-19,1563.66
2948,2023-10-20,1567.55
2949,2023-10-21,1604.86
2950,2023-10-22,1629.44
2951,2023-10-23,1664.18
2952,2023-10-24,1766.32
2953,2023-10-25,1785.2
2954,2023-10-26,1787.67
2955,2023-10-27,1803.72
2956,2023-10-28,1779.98
2957,2023-10-29,1776.59
2958,2023-10-30,1795.69
2959,2023-10-31,1809.85
2960,2023-11-01,1815.45
2961,2023-11-02,1847.63
2962,2023-11-03,1801.34
2963,2023-11-04,1833.71
2964,2023-11-05,1857.23
2965,2023-11-06,1893.28
2966,2023-11-07,1901.65
2967,2023-11-08,1886.12
2968,2023-11-09,1889.05
2969,2023-11-10,2121.13
2970,2023-11-11,2078.52
2971,2023-11-12,2053.53
2972,2023-11-13,2045.4
2973,2023-11-14,2054.32
2974,2023-11-15,1979.66
2975,2023-11-16,2059.63
2976,2023-11-17,1961.54
2977,2023-11-18,1961.61
2978,2023-11-19,1963.67
2979,2023-11-20,2012.46
2980,2023-11-21,2022.62
2981,2023-11-22,1933.76
2982,2023-11-23,2064.08
2983,2023-11-24,2062.63
2984,2023-11-25,2082.24
2985,2023-11-26,2084.06
2986,2023-11-27,2063.01
2987,2023-11-28,2027.67
2988,2023-11-29,2049.1
2989,2023-11-30,2029.17
2990,2023-12-01,2052.93
2991,2023-12-02,2088.21
2992,2023-12-03,2165.6
2993,2023-12-04,2193.78
2994,2023-12-05,2243.25
2995,2023-12-06,2293.88
2996,2023-12-07,2232.96
2997,2023-12-08,2356.77
2998,2023-12-09,2358.94
2999,2023-12-10,2341.13
3000,2023-12-11,2352.31
3001,2023-12-12,2224.1
3002,2023-12-13,2202.33
3003,2023-12-14,2260.72
3004,2023-12-15,2316.03
3005,2023-12-16,2220.32
3006,2023-12-17,2227.14
3007,2023-12-18,2194.84
3008,2023-12-19,2218.75
3009,2023-12-20,2177.38
3010,2023-12-21,2202.03
3011,2023-12-22,2239.88
3012,2023-12-23,2326.53
3013,2023-12-24,2309.54
3014,2023-12-25,2265.42
3015,2023-12-26,2271.75
3016,2023-12-27,2230.94
3017,2023-12-28,2380.34
3018,2023-12-29,2345.44
3019,2023-12-30,2299.64
3020,2023-12-31,2291.65
3021,2024-01-01,2281.36
3022,2024-01-02,2352.65
3023,2024-01-03,2356.28
3024,2024-01-04,2210.57
3025,2024-01-05,2269.47
3026,2024-01-06,2270.21
3027,2024-01-07,2241.73
3028,2024-01-08,2222.73
3029,2024-01-09,2332.66
3030,2024-01-10,2344.97
3031,2024-01-11,2584.69
3032,2024-01-12,2618.71
3033,2024-01-13,2522.11
3034,2024-01-14,2577.89
3035,2024-01-15,2470.94
3036,2024-01-16,2510.12
3037,2024-01-17,2586.91
3038,2024-01-18,2528.09
3039,2024-01-19,2468.6
3040,2024-01-20,2490.05
3041,2024-01-21,2470.31
3042,2024-01-22,2455.35
3043,2024-01-23,2311.54
3044,2024-01-24,2241.32
3045,2024-01-25,2234.13
3046,2024-01-26,2217.5
3047,2024-01-27,2267.33
3048,2024-01-28,2267.97
3049,2024-01-29,2256.6
3050,2024-01-30,2317.51
3051,2024-01-31,2343.1
3052,2024-02-01,2281.77
3053,2024-02-02,2303.34
3054,2024-02-03,2307.85
3055,2024-02-04,2295.87
3056,2024-02-05,2288.68
3057,2024-02-06,2299.16
3058,2024-02-07,2372.2
3059,2024-02-08,2424.33
3060,2024-02-09,2419.79
3061,2024-02-10,2487.62
3062,2024-02-11,2500.87
3063,2024-02-12,2507.91
3064,2024-02-13,2660.56
3065,2024-02-14,2641.6
3066,2024-02-15,2777.51
3067,2024-02-16,2825.35
3068,2024-02-17,2804.05
3069,2024-02-18,2787.0
3070,2024-02-19,2881.4
3071,2024-02-20,2945.0
3072,2024-02-21,3015.27
3073,2024-02-22,2968.67
3074,2024-02-23,2969.67
3075,2024-02-24,2922.1
3076,2024-02-25,2992.35
3077,2024-02-26,3112.81
3078,2024-02-27,3178.24
3079,2024-02-28,3243.69
3080,2024-02-29,3386.34
3081,2024-03-01,3342.24
3082,2024-03-02,3435.9
3083,2024-03-03,3423.65
3084,2024-03-04,3489.57
3085,2024-03-05,3631.85
3086,2024-03-06,3557.93
3087,2024-03-07,3821.19
3088,2024-03-08,3874.46
3089,2024-03-09,3891.97
3090,2024-03-10,3913.28
3091,2024-03-11,3881.86
3092,2024-03-12,4065.75
3093,2024-03-13,3979.43
3094,2024-03-14,4007.46
3095,2024-03-15,3880.8
3096,2024-03-16,3742.44
3097,2024-03-17,3520.08
3098,2024-03-18,3641.61
3099,2024-03-19,3520.31
3100,2024-03-20,3158.44
3101,2024-03-21,3516.66
3102,2024-03-22,3492.08
3103,2024-03-23,3337.08
3104,2024-03-24,3330.49
3105,2024-03-25,3454.45
3106,2024-03-26,3590.96
3107,2024-03-27,3587.6
3108,2024-03-28,3499.77
3109,2024-03-29,3561.1
3110,2024-03-30,3511.49
3111,2024-03-31,3507.56
3112,2024-04-01,3645.98
3113,2024-04-02,3505.52
3114,2024-04-03,3279.4
3115,2024-04-04,3312.24
3116,2024-04-05,3329.17
3117,2024-04-06,3319.12
3118,2024-04-07,3352.4
3119,2024-04-08,3453.85
3120,2024-04-09,3694.7
3121,2024-04-10,3504.83
3122,2024-04-11,3545.56
3123,2024-04-12,3503.21
3124,2024-04-13,3239.12
3125,2024-04-14,3011.51
3126,2024-04-15,3158.26
3127,2024-04-16,3103.0
3128,2024-04-17,3085.42
3129,2024-04-18,2985.12
3130,2024-04-19,3065.69
3131,2024-04-20,3057.95
3132,2024-04-21,3157.04
3133,2024-04-22,3148.11
3134,2024-04-23,3201.55
3135,2024-04-24,3219.78
3136,2024-04-25,3139.1
3137,2024-04-26,3155.47
3138,2024-04-27,3130.07
3139,2024-04-28,3253.23
3140,2024-04-29,3262.43
3141,2024-04-30,3215.73
3142,2024-05-01,3011.46
